batch_name,batch_id,cell_id,experiment,variant_id,revision_strategy,accepted_comparator_strategy,accepted_comparator_cell_id,anchor_id,stress_grid_class,city,scenario,time_slice,selector_role,weather_year,physical_condition_id,sentinel_id,sampling_frame,interpretation_scope,paperb_spatial_quantile,paperb_tail_threshold,paperb_asym_threshold,paperb_save_heat_c,paperb_save_cool_c,paperb_warm_protect_cool_c,paperb_cold_protect_heat_c,paperb_tighten_dwell_steps,paperb_relax_dwell_steps,paperb_pmv_threshold,paperb_signal_alpha,paperb_adaptive_rm_clamp_low_c,paperb_adaptive_rm_clamp_high_c,paperb_met,paperb_people_activity_w,controller_semantics,inference_preprocessing,sizing_contract,accepted_trace_rows,accepted_occupied_rows,accepted_occupied_hours,accepted_zone_count,accepted_timestep_hours,accepted_facility_electricity_j,accepted_facility_natural_gas_including_service_water_j,accepted_facility_electricity_kwh_delivered,accepted_facility_natural_gas_including_service_water_kwh_delivered,accepted_total_delivered_site_electricity_plus_facility_gas_kwh,accepted_occupied_mean_heating_setpoint_c,accepted_occupied_mean_cooling_setpoint_c,accepted_occupied_worst_zone_degree_hours_above_26c,accepted_occupied_worst_zone_degree_hours_above_26c_zone,accepted_occupied_worst_zone_degree_hours_above_28c,accepted_occupied_worst_zone_degree_hours_above_28c_zone,accepted_occupied_worst_zone_degree_hours_above_30c,accepted_occupied_worst_zone_degree_hours_above_30c_zone,accepted_occupied_worst_zone_degree_hours_below_18c,accepted_occupied_worst_zone_degree_hours_below_18c_zone,accepted_occupied_worst_zone_degree_hours_below_16c,accepted_occupied_worst_zone_degree_hours_below_16c_zone,accepted_controller_evaluated_rows,accepted_branch_relax_count,accepted_branch_warm_protection_count,accepted_branch_cold_protection_count,accepted_branch_risk_hold_count,accepted_outcome_applied_count,accepted_outcome_dwell_blocked_count,accepted_outcome_bound_saturated_count,accepted_outcome_hold_count,accepted_requested_warm_direction_count,accepted_requested_cold_direction_count,accepted_setpoint_moved_count,accepted_hold_guard_count,accepted_adaptive_running_mean_outside_10_to_33p5c_rows_occ,accepted_adaptive_running_mean_outside_10_to_33p5c_pct_occ,accepted_adaptive_running_mean_clamped_rows_occ,accepted_adaptive_running_mean_clamped_pct_occ,accepted_adaptive_running_mean_clamp_flag_present,revision_trace_rows,revision_occupied_rows,revision_occupied_hours,revision_zone_count,revision_timestep_hours,revision_facility_electricity_j,revision_facility_natural_gas_including_service_water_j,revision_facility_electricity_kwh_delivered,revision_facility_natural_gas_including_service_water_kwh_delivered,revision_total_delivered_site_electricity_plus_facility_gas_kwh,revision_occupied_mean_heating_setpoint_c,revision_occupied_mean_cooling_setpoint_c,revision_occupied_worst_zone_degree_hours_above_26c,revision_occupied_worst_zone_degree_hours_above_26c_zone,revision_occupied_worst_zone_degree_hours_above_28c,revision_occupied_worst_zone_degree_hours_above_28c_zone,revision_occupied_worst_zone_degree_hours_above_30c,revision_occupied_worst_zone_degree_hours_above_30c_zone,revision_occupied_worst_zone_degree_hours_below_18c,revision_occupied_worst_zone_degree_hours_below_18c_zone,revision_occupied_worst_zone_degree_hours_below_16c,revision_occupied_worst_zone_degree_hours_below_16c_zone,revision_controller_evaluated_rows,revision_branch_relax_count,revision_branch_warm_protection_count,revision_branch_cold_protection_count,revision_branch_risk_hold_count,revision_outcome_applied_count,revision_outcome_dwell_blocked_count,revision_outcome_bound_saturated_count,revision_outcome_hold_count,revision_requested_warm_direction_count,revision_requested_cold_direction_count,revision_setpoint_moved_count,revision_hold_guard_count,revision_adaptive_running_mean_outside_10_to_33p5c_rows_occ,revision_adaptive_running_mean_outside_10_to_33p5c_pct_occ,revision_adaptive_running_mean_clamped_rows_occ,revision_adaptive_running_mean_clamped_pct_occ,revision_adaptive_running_mean_clamp_flag_present,delta_facility_electricity_kwh_delivered,delta_facility_natural_gas_including_service_water_kwh_delivered,delta_total_delivered_site_electricity_plus_facility_gas_kwh,delta_occupied_worst_zone_degree_hours_above_26c,delta_occupied_worst_zone_degree_hours_above_28c,delta_occupied_worst_zone_degree_hours_above_30c,delta_occupied_worst_zone_degree_hours_below_18c,delta_occupied_worst_zone_degree_hours_below_16c,delta_occupied_mean_heating_setpoint_c,delta_occupied_mean_cooling_setpoint_c,delta_branch_relax_count,delta_branch_warm_protection_count,delta_branch_cold_protection_count,delta_branch_risk_hold_count,delta_outcome_applied_count,delta_outcome_dwell_blocked_count,delta_outcome_bound_saturated_count,delta_outcome_hold_count,delta_setpoint_moved_count,delta_hold_guard_count,delta_adaptive_running_mean_outside_10_to_33p5c_rows_occ,delta_adaptive_running_mean_outside_10_to_33p5c_pct_occ,delta_adaptive_running_mean_clamped_rows_occ,delta_adaptive_running_mean_clamped_pct_occ,delta_total_delivered_site_energy_pct_of_accepted
core,rev01_core64,REV01-C064-006,M1,rev01_p90_abs_pmv_relax,paperb_p90_abs_pmv_relax,paperb_pmv_relax,SCALED-96-050,houston_ssp245_present_typical,present_typical,Houston,ssp245,baseline_2020s,typical,2027,houston|ssp245|baseline_2020s|2027,,full_24_anchor_stress_test_grid,stress-test grid; time horizon and weather-year selection rule are confounded; not a causal future-climate contrast,0.90000000000000002,0.20000000000000001,0.10000000000000001,20,26,23.25,23.25,4,1,0.5,1,10,33.5,0.85433300000000001,93.200000000000003,corrected,training_contract,accepted_denver,35040,16704,4176,15,0.25,1711195058581.5942,103017393904.51416,475331.9607171095,28615.942751253933,503947.90346836345,20.812067368021413,25.632279889336949,4113.7528799540187,perimeter_mid_zn_1,328.93769923359969,perimeter_mid_zn_1,18.770960822401037,perimeter_mid_zn_1,0,core_bottom,0,core_bottom,16704,11539,605,4560,0,2591,3772,10341,0,605,4560,2591,0,89,0.53280651340996166,0,0,False,35040,16704,4176,15,0.25,1724868385963.2109,103276477821.47273,479130.10721200303,28687.910505964646,507818.01771796768,21.124388128404874,25.395227304363615,3884.4005675506874,perimeter_mid_zn_1,338.60169323531056,perimeter_mid_zn_1,18.263972473064651,perimeter_mid_zn_2,0,core_bottom,0,core_bottom,16704,8703,1786,6215,0,3400,5720,7584,0,1786,6215,3400,0,89,0.53280651340996166,0,0,True,3798.1464948935318,71.967754710713052,3870.1142496042303,-229.35231240333133,9.6639940017108756,-0.50698834933638537,0,0,0.31232076038346079,-0.23705258497333404,-2836,1181,1655,0,809,1948,-2757,0,809,0,0,0,0,0,0.76795919240235233
core,rev01_core64,REV01-C064-015,M1,rev01_p90_abs_pmv_relax,paperb_p90_abs_pmv_relax,paperb_pmv_relax,SCALED-96-062,houston_ssp585_future_extreme,late_century_hot_extreme,Houston,ssp585,late_2080s,heatwave_extreme,2086,houston|ssp585|late_2080s|2086,,full_24_anchor_stress_test_grid,stress-test grid; time horizon and weather-year selection rule are confounded; not a causal future-climate contrast,0.90000000000000002,0.20000000000000001,0.10000000000000001,20,26,23.25,23.25,4,1,0.5,1,10,33.5,0.85433300000000001,93.200000000000003,corrected,training_contract,accepted_denver,35040,16704,4176,15,0.25,1890660714963.2131,100914332526.88371,525183.53193422582,28031.759035245475,553215.29096947133,20.910113095323702,25.232111318814802,6298.4964978507433,perimeter_mid_zn_1,1550.3339764598054,perimeter_mid_zn_1,184.27071166256346,perimeter_bot_zn_1,0,core_bottom,0,core_bottom,16704,8827,3425,4452,0,3406,5417,7881,0,3425,4452,3406,0,0,0,0,0,False,35040,16704,4176,15,0.25,1906299460035.8169,101310829074.50337,529527.62778772693,28141.896965139826,557669.52475286671,21.319637130503452,24.878066906983825,6019.4600553384307,perimeter_mid_zn_1,1515.3282757362256,perimeter_mid_zn_1,175.69991458645075,perimeter_bot_zn_1,0,core_bottom,0,core_bottom,16704,5647,4999,6058,0,3910,7558,5236,0,4999,6058,3910,0,0,0,0,0,True,4344.0958535011159,110.13792989435024,4454.2337833953789,-279.03644251231253,-35.005700723579821,-8.5707970761127115,0,0,0.40952403517975,-0.35404441183097646,-3180,1574,1606,0,504,2141,-2645,0,504,0,0,0,0,0,0.80515377215796835
core,rev01_core64,REV01-C064-005,M1,rev01_p90_abs_pmv_relax,paperb_p90_abs_pmv_relax,paperb_pmv_relax,SCALED-96-058,houston_ssp585_present_typical,present_typical,Houston,ssp585,baseline_2020s,typical,2025,houston|ssp585|baseline_2020s|2025,,full_24_anchor_stress_test_grid,stress-test grid; time horizon and weather-year selection rule are confounded; not a causal future-climate contrast,0.90000000000000002,0.20000000000000001,0.10000000000000001,20,26,23.25,23.25,4,1,0.5,1,10,33.5,0.85433300000000001,93.200000000000003,corrected,training_contract,accepted_denver,35040,16704,4176,15,0.25,1736097405522.4421,121789482427.66818,482249.27931178949,33830.411785463381,516079.69109725289,21.084295258211451,25.43257211999418,4562.6974617450933,perimeter_mid_zn_1,694.36308862908481,perimeter_mid_zn_1,48.252919549568603,perimeter_mid_zn_2,1.2050475876866988,perimeter_bot_zn_1,0,core_bottom,16704,9297,1591,5816,0,3126,5328,8250,0,1591,5816,3126,0,1170,7.0043103448275854,0,0,False,35040,16704,4176,15,0.25,1751554232302.0383,122290477815.72441,486542.84230612178,33969.577171034558,520512.41947715636,21.462134525693696,25.075926645505476,4321.8995119211877,perimeter_mid_zn_1,706.29251684648614,perimeter_mid_zn_1,45.352522778565415,perimeter_mid_zn_2,1.2488830711886818,perimeter_bot_zn_1,0,core_bottom,16704,5794,3396,7514,0,3880,7557,5267,0,3396,7514,3880,0,1170,7.0043103448275854,0,0,True,4293.5629943322856,139.16538557117747,4432.7283799034776,-240.79794982390558,11.929428217401323,-2.9003967710031873,0.043835483501982964,0,0.37783926748224417,-0.35664547448870465,-3503,1805,1698,0,754,2229,-2983,0,754,0,0,0,0,0,0.85892323537841953
core,rev01_core64,REV01-C064-014,M1,rev01_p90_abs_pmv_relax,paperb_p90_abs_pmv_relax,paperb_pmv_relax,SCALED-96-070,kolkata_ssp245_future_extreme,late_century_hot_extreme,Kolkata,ssp245,late_2080s,heatwave_extreme,2086,kolkata|ssp245|late_2080s|2086,,full_24_anchor_stress_test_grid,stress-test grid; time horizon and weather-year selection rule are confounded; not a causal future-climate contrast,0.90000000000000002,0.20000000000000001,0.10000000000000001,20,26,23.25,23.25,4,1,0.5,1,10,33.5,0.85433300000000001,93.200000000000003,corrected,training_contract,accepted_denver,35040,16704,4176,15,0.25,2104453849262.3628,89114550871.933838,584570.51368398964,24754.041908870509,609324.5555928601,20.22454578026958,25.430338530704894,8668.4123643898401,perimeter_mid_zn_1,2583.299516541786,perimeter_mid_zn_1,350.95150738342824,perimeter_mid_zn_1,0,core_bottom,0,core_bottom,16704,12456,3548,700,0,2543,2562,11599,0,3548,700,2543,0,890,5.3280651340996164,0,0,False,35040,16704,4176,15,0.25,2132697669323.7205,89142760835.563217,592416.019256589,24761.87800987867,617177.89726646768,20.625202031884612,24.887092760239526,8230.4805356910347,perimeter_mid_zn_1,2447.3817765494969,perimeter_mid_zn_1,336.20799616525687,perimeter_mid_zn_1,0,core_bottom,0,core_bottom,16704,8020,6218,2466,0,3748,5832,7124,0,6218,2466,3748,0,890,5.3280651340996164,0,0,True,7845.5055725993589,7.8361010081607674,7853.3416736075887,-437.93182869880548,-135.91773999228917,-14.743511218171363,0,0,0.40065625161503249,-0.54324577046536859,-4436,2670,1766,0,1205,3270,-4475,0,1205,0,0,0,0,0,1.2888601979886485
core,rev01_core64,REV01-C064-004,M1,rev01_p90_abs_pmv_relax,paperb_p90_abs_pmv_relax,paperb_pmv_relax,SCALED-96-066,kolkata_ssp245_present_typical,present_typical,Kolkata,ssp245,baseline_2020s,typical,2026,kolkata|ssp245|baseline_2020s|2026,,full_24_anchor_stress_test_grid,stress-test grid; time horizon and weather-year selection rule are confounded; not a causal future-climate contrast,0.90000000000000002,0.20000000000000001,0.10000000000000001,20,26,23.25,23.25,4,1,0.5,1,10,33.5,0.85433300000000001,93.200000000000003,corrected,training_contract,accepted_denver,35040,16704,4176,15,0.25,1956081944758.2317,89632704985.424454,543356.09576617542,24897.973607062348,568254.06937323778,20.272443150195127,25.633586181991401,6673.3703652767972,perimeter_mid_zn_1,1242.5711406566782,perimeter_mid_zn_1,49.849119109670561,perimeter_mid_zn_1,0,core_bottom,0,core_bottom,16704,13520,1922,1262,0,2326,2198,12180,0,1922,1262,2326,0,39,0.2334770114942529,0,0,False,35040,16704,4176,15,0.25,1976987391503.6338,89699719585.233887,549163.16430656496,24916.588773676078,574079.75308024103,20.588938957886679,25.229063004826219,6376.1036158794059,perimeter_mid_zn_1,1196.727253905877,perimeter_mid_zn_1,50.962697847444524,perimeter_mid_zn_1,0,core_bottom,0,core_bottom,16704,9812,3919,2973,0,3421,4654,8629,0,3919,2973,3421,0,39,0.2334770114942529,0,0,True,5807.0685403895332,18.615166613730253,5825.6837070032489,-297.26674939739132,-45.843886750801175,1.1135787377739632,0,0,0.3164958076915525,-0.40452317716518138,-3708,1997,1711,0,1095,2456,-3551,0,1095,0,0,0,0,0,1.0251899671266327
core,rev01_core64,REV01-C064-013,M1,rev01_p90_abs_pmv_relax,paperb_p90_abs_pmv_relax,paperb_pmv_relax,SCALED-96-078,kolkata_ssp585_future_extreme,late_century_hot_extreme,Kolkata,ssp585,late_2080s,heatwave_extreme,2080,kolkata|ssp585|late_2080s|2080,,full_24_anchor_stress_test_grid,stress-test grid; time horizon and weather-year selection rule are confounded; not a causal future-climate contrast,0.90000000000000002,0.20000000000000001,0.10000000000000001,20,26,23.25,23.25,4,1,0.5,1,10,33.5,0.85433300000000001,93.200000000000003,corrected,training_contract,accepted_denver,35040,16704,4176,15,0.25,2279328859838.9961,89026665459.710464,633146.90551083221,24729.629294364018,657876.53480519622,20.183151329157454,25.183537548985974,11042.785876170014,perimeter_bot_zn_1,4236.7320774554209,perimeter_mid_zn_1,898.64635720692058,perimeter_mid_zn_1,0,core_bottom,0,core_bottom,16704,10875,5487,342,0,2785,2963,10956,0,5487,342,2785,0,3129,18.732040229885058,0,0,False,35040,16704,4176,15,0.25,2319155884805.127,89072808528.441254,644209.9680014241,24742.446813455903,668952.41481488,20.692334880317308,24.501309767536732,10714.022146264631,perimeter_bot_zn_1,4081.6660238291192,perimeter_bot_zn_1,860.27617369449536,perimeter_mid_zn_1,0,core_bottom,0,core_bottom,16704,5612,8769,2323,0,3979,7344,5381,0,8769,2323,3979,0,3129,18.732040229885058,0,0,True,11063.062490591896,12.817519091884606,11075.88000968378,-328.76372990538221,-155.06605362630171,-38.370183512425228,0,0,0.50918355115985392,-0.68222778144924234,-5263,3282,1981,0,1194,4381,-5575,0,1194,0,0,0,0,0,1.6835803412510311
core,rev01_core64,REV01-C064-003,M1,rev01_p90_abs_pmv_relax,paperb_p90_abs_pmv_relax,paperb_pmv_relax,SCALED-96-074,kolkata_ssp585_present_typical,present_typical,Kolkata,ssp585,baseline_2020s,typical,2029,kolkata|ssp585|baseline_2020s|2029,,full_24_anchor_stress_test_grid,stress-test grid; time horizon and weather-year selection rule are confounded; not a causal future-climate contrast,0.90000000000000002,0.20000000000000001,0.10000000000000001,20,26,23.25,23.25,4,1,0.5,1,10,33.5,0.85433300000000001,93.200000000000003,corrected,training_contract,accepted_denver,35040,16704,4176,15,0.25,1891150579641.0002,89777721128.347504,525319.60545583337,24938.255868985416,550257.8613248188,20.298943369781377,25.727060939160342,5808.2642327183612,perimeter_mid_zn_1,762.18021271587713,perimeter_mid_zn_1,12.875332895233296,perimeter_mid_zn_1,0,core_bottom,0,core_bottom,16704,14113,1062,1529,0,2036,1796,12872,0,1062,1529,2036,0,0,0,0,0,False,35040,16704,4176,15,0.25,1908021669979.5032,89873928342.404572,530006.01943875093,24964.98009511238,554970.99953386327,20.632723563475626,25.409092939676452,5539.3577168266957,perimeter_mid_zn_1,739.97329664963308,perimeter_mid_zn_1,13.886960751257545,perimeter_mid_zn_1,0,core_bottom,0,core_bottom,16704,10786,2615,3303,0,3031,4127,9546,0,2615,3303,3031,0,0,0,0,0,True,4686.4139829175547,26.724226126963913,4713.1382090444677,-268.90651589166555,-22.206916066244048,1.0116278560242495,0,0,0.33378019369424905,-0.31796799948389065,-3327,1553,1774,0,995,2331,-3326,0,995,0,0,0,0,0,0.85653264411288232
core,rev01_core64,REV01-C064-022,M1,rev01_p90_abs_pmv_relax,paperb_p90_abs_pmv_relax,paperb_pmv_relax,SCALED-96-086,phoenix_ssp245_future_extreme,late_century_hot_extreme,Phoenix,ssp245,late_2080s,heatwave_extreme,2086,phoenix|ssp245|late_2080s|2086,,full_24_anchor_stress_test_grid,stress-test grid; time horizon and weather-year selection rule are confounded; not a causal future-climate contrast,0.90000000000000002,0.20000000000000001,0.10000000000000001,20,26,23.25,23.25,4,1,0.5,1,10,33.5,0.85433300000000001,93.200000000000003,corrected,training_contract,accepted_denver,35040,16704,4176,15,0.25,1868140874481.426,94539451815.109039,518928.02068928501,26260.958837530288,545188.97952681535,20.642051623698851,25.630579352835586,7068.374306968517,perimeter_bot_zn_1,1594.9290209579979,perimeter_bot_zn_1,297.6491499079076,perimeter_bot_zn_1,0,core_bottom,0,core_bottom,16704,11671,1064,3969,0,2897,3525,10282,0,1064,3969,2897,0,5369,32.142001915708811,0,0,False,35040,16704,4176,15,0.25,1916524070777.1782,95138114785.470184,532367.7974381051,26427.254107075052,558795.05154518015,21.607951515022364,25.01522063843592,6237.8917473768797,perimeter_bot_zn_1,1527.9176253094111,perimeter_bot_zn_1,312.60478407627784,perimeter_bot_zn_1,0,core_bottom,0,core_bottom,16704,4359,3592,8753,0,4131,8602,3971,0,3592,8753,4131,0,5369,32.142001915708811,0,0,True,13439.776748820092,166.29526954476387,13606.072018364794,-830.48255959163725,-67.011395648586813,14.955634168370239,0,0,0.96589989132351306,-0.61535871439966527,-7312,2528,4784,0,1234,5077,-6311,0,1234,0,0,0,0,0,2.4956616016291968
core,rev01_core64,REV01-C064-002,M1,rev01_p90_abs_pmv_relax,paperb_p90_abs_pmv_relax,paperb_pmv_relax,SCALED-96-082,phoenix_ssp245_present_typical,present_typical,Phoenix,ssp245,baseline_2020s,typical,2026,phoenix|ssp245|baseline_2020s|2026,,full_24_anchor_stress_test_grid,stress-test grid; time horizon and weather-year selection rule are confounded; not a causal future-climate contrast,0.90000000000000002,0.20000000000000001,0.10000000000000001,20,26,23.25,23.25,4,1,0.5,1,10,33.5,0.85433300000000001,93.200000000000003,corrected,training_contract,accepted_denver,35040,16704,4176,15,0.25,1700357111556.1328,100209267177.31711,472321.41987670359,27835.907549254753,500157.32742595836,20.869749953463618,25.669742657307008,5545.9442683818679,perimeter_mid_zn_1,797.75430988114044,perimeter_mid_zn_1,26.737537406385492,perimeter_bot_zn_1,0,core_bottom,0,core_bottom,16704,11277,197,5230,0,2796,3982,9926,0,197,5230,2796,0,2671,15.990181992337165,0,0,False,35040,16704,4176,15,0.25,1739249217773.2261,100906413354.10968,483124.78271478502,28029.559265030468,511154.34197981551,21.857683861392669,25.195435578795685,4503.3743556999571,perimeter_mid_zn_1,673.13218715628329,perimeter_mid_zn_1,33.895427938588199,perimeter_bot_zn_1,0,core_bottom,0,core_bottom,16704,4760,1794,10150,0,3924,8751,4029,0,1794,10150,3924,0,2671,15.990181992337165,0,0,True,10803.362838081433,193.65171577571527,10997.014553857152,-1042.5699126819109,-124.62212272485715,7.1578905322027069,0,0,0.987933907929051,-0.47430707851132325,-6517,1597,4920,0,1128,4769,-5897,0,1128,0,0,0,0,0,2.19871107566351
core,rev01_core64,REV01-C064-024,M1,rev01_p90_abs_pmv_relax,paperb_p90_abs_pmv_relax,paperb_pmv_relax,SCALED-96-094,phoenix_ssp585_future_extreme,late_century_hot_extreme,Phoenix,ssp585,late_2080s,heatwave_extreme,2085,phoenix|ssp585|late_2080s|2085,,full_24_anchor_stress_test_grid,stress-test grid; time horizon and weather-year selection rule are confounded; not a causal future-climate contrast,0.90000000000000002,0.20000000000000001,0.10000000000000001,20,26,23.25,23.25,4,1,0.5,1,10,33.5,0.85433300000000001,93.200000000000003,corrected,training_contract,accepted_denver,35040,16704,4176,15,0.25,1957914524274.3286,90559643020.126022,543865.14563175791,25155.45639447945,569020.60202623741,20.762070263939343,25.434203670399398,7649.6648485088817,perimeter_bot_zn_1,2246.6854817519093,perimeter_bot_zn_1,452.80509795880374,perimeter_bot_zn_1,0,core_bottom,0,core_bottom,16704,10000,2247,4457,0,3220,4378,9106,0,2247,4457,3220,0,6449,38.60751915708812,0,0,False,35040,16704,4176,15,0.25,2001798228216.8218,90845453996.251236,556055.06339356164,25234.848332292011,581289.91172585369,21.724035619319171,24.825493363128313,6918.9463137695311,perimeter_bot_zn_1,2202.4337565522892,perimeter_bot_zn_1,464.83273307724187,perimeter_bot_zn_1,0,core_bottom,0,core_bottom,16704,3032,4736,8936,0,4190,9405,3109,0,4736,8936,4190,0,6449,38.60751915708812,0,0,True,12189.917761803721,79.391937812561082,12269.309699616279,-730.71853473935062,-44.251725199620068,12.027635118438127,0,0,0.96196535537982797,-0.60871030727108533,-6968,2489,4479,0,970,5027,-5997,0,970,0,0,0,0,0,2.1562153735605065
core,rev01_core64,REV01-C064-007,M1,rev01_p90_abs_pmv_relax,paperb_p90_abs_pmv_relax,paperb_pmv_relax,SCALED-96-090,phoenix_ssp585_present_typical,present_typical,Phoenix,ssp585,baseline_2020s,typical,2029,phoenix|ssp585|baseline_2020s|2029,,full_24_anchor_stress_test_grid,stress-test grid; time horizon and weather-year selection rule are confounded; not a causal future-climate contrast,0.90000000000000002,0.20000000000000001,0.10000000000000001,20,26,23.25,23.25,4,1,0.5,1,10,33.5,0.85433300000000001,93.200000000000003,corrected,training_contract,accepted_denver,35040,16704,4176,15,0.25,1735510559640.3813,98625202512.087936,482086.2665667726,27395.889586691093,509482.1561534637,20.995882041609608,25.600686888128404,5522.8841489529486,perimeter_mid_zn_1,938.28929926134913,perimeter_bot_zn_1,77.268759637038187,perimeter_bot_zn_1,0,core_bottom,0,core_bottom,16704,10484,450,5770,0,2943,4553,9208,0,450,5770,2943,0,4476,26.795977011494255,0,0,False,35040,16704,4176,15,0.25,1778245946714.3513,99037207769.708572,493957.20742065314,27510.335491585716,521467.54291223886,21.940467790625561,25.079814560111913,4711.352336275565,perimeter_bot_zn_1,889.41081766832292,perimeter_bot_zn_1,84.085354905700626,perimeter_bot_zn_1,0,core_bottom,0,core_bottom,16704,3681,2363,10660,0,4097,9397,3210,0,2363,10660,4097,0,4476,26.795977011494255,0,0,True,11870.940853880544,114.4459048946228,11985.386758775159,-811.53181267738364,-48.878481593026208,6.8165952686624394,0,0,0.94458574901595327,-0.52087232801649108,-6803,1913,4890,0,1154,4844,-5998,0,1154,0,0,0,0,0,2.3524644806529751
core,rev01_core64,REV01-C064-053,M2,rev01_p90_bounds19_27,paperb_p90_tail_asym_relax,paperb_p90_tail_asym_relax,SCALED-96-028,beijing_ssp585_present_typical,present_typical,Beijing,ssp585,baseline_2020s,typical,2026,beijing|ssp585|baseline_2020s|2026,beijing_ssp585_present_typical,predeclared_4_anchor_sentinel_panel,stress-test grid; time horizon and weather-year selection rule are confounded; not a causal future-climate contrast,0.90000000000000002,0.20000000000000001,0.10000000000000001,19,27,23.25,23.25,4,1,0.5,1,10,33.5,0.85433300000000001,93.200000000000003,corrected,training_contract,accepted_denver,35040,16704,4176,15,0.25,1405372962588.3425,336468767550.19434,390381.37849676184,93463.546541720643,483844.92503848247,20.225292596780477,25.208533747442836,2114.8550810487386,perimeter_mid_zn_1,8.062753445823315,perimeter_top_zn_4,0,core_bottom,100.00052115553521,perimeter_bot_zn_1,22.895306725414311,perimeter_bot_zn_1,16704,10685,5616,403,0,2759,3561,10384,0,5616,403,2759,0,7026,42.061781609195407,0,0,False,35040,16704,4176,15,0.25,1377625397024.2078,340659845752.49683,382673.72139561328,94627.734931249113,477301.45632686239,19.487875240515933,25.847538286698732,4007.7323471029777,perimeter_mid_zn_1,389.4993190446329,perimeter_top_zn_4,0.13910505213459956,perimeter_top_zn_4,98.243350678876226,perimeter_bot_zn_1,22.896689074631155,perimeter_bot_zn_1,16704,10407,5864,433,0,3349,4051,9304,0,5864,433,3349,0,7026,42.061781609195407,0,0,True,-7707.6571011485648,1164.18838952847,-6543.4687116200803,1892.877266054239,381.43656559880958,0.13910505213459956,-1.7571704766589846,0.001382349216843437,-0.73741735626454386,0.63900453925589673,-278,248,30,0,590,490,-1080,0,590,0,0,0,0,0,-1.3523896548257992
core,rev01_core64,REV01-C064-054,M2,rev01_p90_bounds19_27,paperb_p90_tail_asym_relax,paperb_p90_tail_asym_relax,SCALED-96-044,guangzhou_ssp585_present_typical,present_typical,Guangzhou,ssp585,baseline_2020s,typical,2025,guangzhou|ssp585|baseline_2020s|2025,guangzhou_ssp585_present_typical,predeclared_4_anchor_sentinel_panel,stress-test grid; time horizon and weather-year selection rule are confounded; not a causal future-climate contrast,0.90000000000000002,0.20000000000000001,0.10000000000000001,19,27,23.25,23.25,4,1,0.5,1,10,33.5,0.85433300000000001,93.200000000000003,corrected,training_contract,accepted_denver,35040,16704,4176,15,0.25,1762484152638.6426,105293162044.23643,489578.93128851184,29248.100567843456,518827.03185635532,20.047204262452109,25.9183279454023,5137.527074287681,perimeter_mid_zn_1,674.80222182353202,perimeter_mid_zn_1,12.335958350140285,perimeter_mid_zn_1,0,core_bottom,0,core_bottom,16704,16155,543,0,6,1350,382,14966,6,543,0,1350,6,536,3.2088122605363987,0,0,False,35040,16704,4176,15,0.25,1724594023843.377,106438756090.22171,479053.89551204914,29566.321136172697,508620.21664822183,19.120031130268199,26.818127394636015,7882.6979757804047,perimeter_mid_zn_1,1222.6409858288457,perimeter_mid_zn_1,27.211466805638391,perimeter_mid_zn_1,0,core_bottom,0,core_bottom,16704,15823,876,0,5,2067,621,14011,5,876,0,2067,5,536,3.2088122605363987,0,0,True,-10525.035776462697,318.22056832924136,-10206.815208133485,2745.1709014927237,547.83876400531369,14.875508455498107,0,0,-0.92717313218390984,0.89979944923371491,-332,333,0,-1,717,239,-955,-1,717,-1,0,0,0,0,-1.9672867027790848
core,rev01_core64,REV01-C064-055,M2,rev01_p90_bounds19_27,paperb_p90_tail_asym_relax,paperb_p90_tail_asym_relax,SCALED-96-080,kolkata_ssp585_future_extreme,late_century_hot_extreme,Kolkata,ssp585,late_2080s,heatwave_extreme,2080,kolkata|ssp585|late_2080s|2080,kolkata_ssp585_future_extreme,predeclared_4_anchor_sentinel_panel,stress-test grid; time horizon and weather-year selection rule are confounded; not a causal future-climate contrast,0.90000000000000002,0.20000000000000001,0.10000000000000001,19,27,23.25,23.25,4,1,0.5,1,10,33.5,0.85433300000000001,93.200000000000003,corrected,training_contract,accepted_denver,35040,16704,4176,15,0.25,2276159912202.1084,89033568706.948776,632266.64227836346,24731.546863041327,656998.18914140482,20.047024664750957,25.756914511494251,11053.947493384516,perimeter_mid_zn_1,4224.2538324502821,perimeter_mid_zn_1,896.40725665169407,perimeter_mid_zn_1,0,core_bottom,0,core_bottom,16704,14675,2013,1,15,2034,1363,13292,15,2013,1,2034,15,3129,18.732040229885058,0,0,False,35040,16704,4176,15,0.25,2225145784596.9863,88935104742.651978,618096.05127694062,24704.195761847772,642800.2470387884,19.117726293103448,26.623248922413794,12784.57125984097,perimeter_mid_zn_1,4815.5848569682603,perimeter_mid_zn_1,1002.9482009617885,perimeter_mid_zn_1,0,core_bottom,0,core_bottom,16704,14177,2510,0,17,2908,1800,11979,17,2510,0,2908,17,3129,18.732040229885058,0,0,True,-14170.591001422843,-27.351101193555223,-14197.94210261642,1730.6237664564542,591.33102451797822,106.54094431009446,0,0,-0.9292983716475085,0.86633441091954211,-498,497,-1,2,874,437,-1313,2,874,2,0,0,0,0,-2.1610321515757809
